"outcome","race","age","relationship","sex","marital_status"
0," Black",44," Husband"," Male"," Married-civ-spouse"
0," White",24," Not-in-family"," Female"," Never-married"
0," Black",39," Not-in-family"," Male"," Divorced"
0," White",19," Own-child"," Male"," Never-married"
0," White",21," Own-child"," Female"," Never-married"
0," White",49," Husband"," Male"," Married-civ-spouse"
0," White",22," Own-child"," Male"," Never-married"
0," Black",59," Not-in-family"," Female"," Widowed"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," White",38," Own-child"," Female"," Divorced"
0," White",45," Husband"," Male"," Married-civ-spouse"
0," White",56," Husband"," Male"," Married-civ-spouse"
0," White",67," Not-in-family"," Female"," Widowed"
0," Asian-Pac-Islander",27," Husband"," Male"," Married-civ-spouse"
0," White",21," Not-in-family"," Female"," Never-married"
0," White",55," Not-in-family"," Male"," Divorced"
0," White",31," Unmarried"," Female"," Divorced"
0," White",57," Husband"," Male"," Married-civ-spouse"
0," Black",33," Not-in-family"," Male"," Never-married"
0," Black",26," Not-in-family"," Male"," Never-married"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," White",35," Not-in-family"," Male"," Never-married"
0," White",19," Own-child"," Male"," Never-married"
0," Asian-Pac-Islander",46," Husband"," Male"," Married-civ-spouse"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",24," Not-in-family"," Male"," Never-married"
0," White",38," Not-in-family"," Female"," Divorced"
0," White",49," Unmarried"," Female"," Divorced"
0," Black",34," Not-in-family"," Male"," Divorced"
0," White",55," Husband"," Male"," Married-civ-spouse"
0," White",51," Not-in-family"," Male"," Never-married"
0," White",72," Unmarried"," Female"," Widowed"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," White",45," Husband"," Male"," Married-civ-spouse"
0," White",21," Husband"," Male"," Married-civ-spouse"
0," White",49," Husband"," Male"," Married-civ-spouse"
0," Black",46," Unmarried"," Female"," Never-married"
0," White",62," Husband"," Male"," Married-civ-spouse"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," White",50," Husband"," Male"," Married-civ-spouse"
0," White",18," Not-in-family"," Male"," Never-married"
0," White",71," Not-in-family"," Female"," Divorced"
0," White",30," Not-in-family"," Male"," Never-married"
0," White",51," Unmarried"," Female"," Widowed"
0," White",36," Not-in-family"," Male"," Never-married"
0," White",41," Unmarried"," Female"," Divorced"
0," White",38," Unmarried"," Female"," Divorced"
0," White",49," Husband"," Male"," Married-civ-spouse"
0," White",42," Unmarried"," Female"," Divorced"
0," White",53," Husband"," Male"," Married-civ-spouse"
0," White",21," Own-child"," Male"," Never-married"
0," White",19," Not-in-family"," Female"," Never-married"
0," White",43," Not-in-family"," Female"," Divorced"
0," White",47," Husband"," Male"," Married-civ-spouse"
0," White",30," Not-in-family"," Male"," Separated"
0," White",63," Husband"," Male"," Married-civ-spouse"
0," White",53," Other-relative"," Female"," Divorced"
0," White",23," Husband"," Male"," Married-civ-spouse"
0," White",28," Unmarried"," Female"," Divorced"
0," White",61," Husband"," Male"," Married-civ-spouse"
0," Amer-Indian-Eskimo",60," Not-in-family"," Female"," Widowed"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," White",47," Husband"," Male"," Married-civ-spouse"
0," White",36," Wife"," Female"," Married-civ-spouse"
0," White",24," Not-in-family"," Male"," Never-married"
0," White",46," Husband"," Male"," Married-civ-spouse"
0," White",59," Husband"," Male"," Married-civ-spouse"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",30," Not-in-family"," Male"," Never-married"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",57," Not-in-family"," Female"," Widowed"
0," White",64," Husband"," Male"," Married-civ-spouse"
0," White",48," Not-in-family"," Male"," Never-married"
0," White",28," Husband"," Male"," Married-civ-spouse"
0," White",46," Husband"," Male"," Married-civ-spouse"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," White",55," Unmarried"," Male"," Divorced"
0," White",44," Not-in-family"," Female"," Divorced"
0," White",50," Husband"," Male"," Married-civ-spouse"
0," White",58," Not-in-family"," Male"," Widowed"
0," Black",27," Unmarried"," Male"," Never-married"
0," White",52," Unmarried"," Female"," Divorced"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",49," Husband"," Male"," Married-civ-spouse"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," White",44," Husband"," Male"," Married-civ-spouse"
0," Other",63," Husband"," Male"," Married-civ-spouse"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," White",55," Husband"," Male"," Married-civ-spouse"
0," White",77," Not-in-family"," Male"," Divorced"
0," White",55," Husband"," Male"," Married-civ-spouse"
0," White",51," Own-child"," Male"," Never-married"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",26," Wife"," Female"," Married-AF-spouse"
0," White",33," Not-in-family"," Male"," Divorced"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," White",52," Husband"," Male"," Married-civ-spouse"
0," White",50," Not-in-family"," Female"," Divorced"
0," White",48," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",24," Not-in-family"," Male"," Never-married"
0," White",44," Husband"," Male"," Married-civ-spouse"
0," White",40," Unmarried"," Female"," Divorced"
0," White",61," Unmarried"," Male"," Divorced"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," Black",18," Own-child"," Male"," Never-married"
0," White",47," Unmarried"," Male"," Divorced"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," Black",44," Wife"," Female"," Married-civ-spouse"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," White",44," Other-relative"," Female"," Divorced"
0," White",33," Unmarried"," Female"," Separated"
0," Black",38," Unmarried"," Female"," Separated"
0," White",42," Wife"," Female"," Married-civ-spouse"
0," Black",45," Husband"," Male"," Married-civ-spouse"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," White",40," Own-child"," Female"," Divorced"
0," White",45," Not-in-family"," Female"," Never-married"
0," White",51," Not-in-family"," Male"," Never-married"
0," White",31," Own-child"," Male"," Never-married"
0," White",19," Own-child"," Male"," Never-married"
0," White",24," Not-in-family"," Male"," Never-married"
0," Black",51," Not-in-family"," Female"," Never-married"
0," White",28," Husband"," Male"," Married-civ-spouse"
0," White",31," Not-in-family"," Female"," Never-married"
0," White",19," Own-child"," Male"," Never-married"
0," Black",39," Husband"," Male"," Married-civ-spouse"
0," White",27," Wife"," Female"," Married-civ-spouse"
0," White",39," Wife"," Female"," Married-civ-spouse"
0," White",45," Unmarried"," Female"," Divorced"
0," White",21," Other-relative"," Male"," Never-married"
0," White",67," Husband"," Male"," Married-civ-spouse"
0," White",28," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Female"," Never-married"
0," White",48," Husband"," Male"," Married-civ-spouse"
0," White",24," Not-in-family"," Male"," Never-married"
0," White",66," Wife"," Female"," Married-civ-spouse"
0," White",23," Not-in-family"," Female"," Separated"
0," White",17," Own-child"," Female"," Never-married"
0," White",21," Own-child"," Female"," Never-married"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",53," Wife"," Female"," Married-civ-spouse"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",39," Unmarried"," Female"," Divorced"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," White",36," Unmarried"," Female"," Divorced"
0," White",53," Unmarried"," Female"," Widowed"
0," White",32," Not-in-family"," Female"," Never-married"
0," White",52," Unmarried"," Female"," Widowed"
0," White",31," Not-in-family"," Male"," Separated"
0," White",35," Other-relative"," Male"," Divorced"
0," Black",49," Unmarried"," Female"," Divorced"
0," White",28," Own-child"," Male"," Never-married"
0," White",75," Husband"," Male"," Married-civ-spouse"
0," Black",43," Not-in-family"," Male"," Divorced"
0," Black",22," Unmarried"," Female"," Never-married"
0," Black",43," Not-in-family"," Female"," Divorced"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",29," Not-in-family"," Male"," Never-married"
0," White",21," Husband"," Male"," Married-civ-spouse"
0," Black",44," Not-in-family"," Male"," Never-married"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," White",38," Not-in-family"," Male"," Never-married"
0," White",29," Not-in-family"," Female"," Never-married"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," White",27," Husband"," Male"," Married-civ-spouse"
0," White",20," Not-in-family"," Male"," Never-married"
0," White",35," Not-in-family"," Male"," Never-married"
0," White",59," Husband"," Male"," Married-civ-spouse"
0," White",19," Own-child"," Female"," Never-married"
0," White",27," Other-relative"," Female"," Divorced"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",35," Own-child"," Male"," Never-married"
0," White",26," Own-child"," Female"," Married-civ-spouse"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," White",23," Not-in-family"," Female"," Separated"
0," White",23," Not-in-family"," Male"," Never-married"
0," White",21," Own-child"," Female"," Never-married"
0," White",58," Husband"," Male"," Married-civ-spouse"
0," White",58," Not-in-family"," Female"," Widowed"
0," White",19," Own-child"," Male"," Never-married"
0," White",29," Unmarried"," Female"," Divorced"
0," White",25," Not-in-family"," Female"," Divorced"
0," White",29," Not-in-family"," Male"," Never-married"
0," White",18," Own-child"," Female"," Never-married"
0," White",23," Own-child"," Male"," Never-married"
0," White",52," Own-child"," Female"," Married-civ-spouse"
0," White",23," Not-in-family"," Female"," Never-married"
0," White",18," Own-child"," Female"," Never-married"
0," White",39," Husband"," Male"," Married-civ-spouse"
0," Other",34," Husband"," Male"," Married-civ-spouse"
0," White",39," Unmarried"," Female"," Divorced"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",50," Unmarried"," Female"," Divorced"
0," White",68," Not-in-family"," Male"," Married-spouse-absent"
0," White",32," Unmarried"," Male"," Never-married"
0," White",29," Own-child"," Female"," Never-married"
0," White",29," Not-in-family"," Female"," Divorced"
0," White",31," Unmarried"," Female"," Divorced"
0," White",25," Other-relative"," Male"," Married-spouse-absent"
0," White",30," Not-in-family"," Female"," Never-married"
0," White",56," Unmarried"," Female"," Widowed"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",52," Unmarried"," Female"," Divorced"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",27," Own-child"," Male"," Never-married"
0," White",32," Other-relative"," Male"," Never-married"
0," White",19," Own-child"," Female"," Never-married"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",46," Husband"," Male"," Married-civ-spouse"
0," Black",33," Not-in-family"," Male"," Never-married"
0," White",40," Unmarried"," Male"," Divorced"
0," White",44," Husband"," Male"," Married-civ-spouse"
0," White",34," Not-in-family"," Female"," Never-married"
0," Black",60," Unmarried"," Female"," Married-spouse-absent"
0," White",48," Husband"," Male"," Married-civ-spouse"
0," Other",39," Husband"," Male"," Married-civ-spouse"
0," White",24," Own-child"," Male"," Never-married"
0," White",65," Husband"," Male"," Married-civ-spouse"
0," White",63," Husband"," Male"," Married-civ-spouse"
0," White",28," Husband"," Male"," Married-civ-spouse"
0," Black",33," Husband"," Male"," Married-civ-spouse"
0," Black",28," Other-relative"," Male"," Never-married"
0," White",34," Wife"," Female"," Married-civ-spouse"
0," Other",25," Husband"," Male"," Married-civ-spouse"
0," White",74," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Male"," Never-married"
0," White",23," Husband"," Male"," Married-civ-spouse"
0," White",25," Own-child"," Female"," Never-married"
0," White",19," Own-child"," Male"," Never-married"
0," White",48," Not-in-family"," Male"," Never-married"
0," White",60," Not-in-family"," Male"," Divorced"
0," Black",26," Not-in-family"," Male"," Never-married"
0," White",38," Unmarried"," Male"," Divorced"
0," White",53," Own-child"," Female"," Separated"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," Black",53," Wife"," Female"," Married-civ-spouse"
0," White",22," Other-relative"," Male"," Never-married"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",42," Not-in-family"," Male"," Never-married"
0," White",22," Own-child"," Female"," Never-married"
0," Black",27," Not-in-family"," Female"," Never-married"
0," Black",44," Not-in-family"," Female"," Never-married"
0," White",58," Unmarried"," Female"," Divorced"
0," White",28," Own-child"," Male"," Never-married"
0," White",48," Husband"," Male"," Married-civ-spouse"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",50," Husband"," Male"," Married-civ-spouse"
0," White",46," Husband"," Male"," Married-civ-spouse"
0," White",35," Wife"," Female"," Married-civ-spouse"
0," White",24," Unmarried"," Female"," Never-married"
0," White",56," Husband"," Male"," Married-civ-spouse"
0," White",42," Own-child"," Female"," Never-married"
0," White",27," Not-in-family"," Male"," Separated"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",49," Own-child"," Female"," Never-married"
0," White",39," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Male"," Never-married"
0," White",45," Husband"," Male"," Married-civ-spouse"
0," White",66," Not-in-family"," Female"," Widowed"
0," White",19," Own-child"," Female"," Never-married"
0," White",18," Own-child"," Female"," Never-married"
0," Black",47," Husband"," Male"," Married-civ-spouse"
0," White",48," Unmarried"," Female"," Divorced"
